OBJECTID,Stop_Number,Stop_Description,Shelter,Boarding_Allowed,Debarking_Allowed,Express_Stop,Accessible,Routes_Service,District,Zone,Latitude,Longitude,Effective_Date,x,y
738,930,RIDGEWAY DR at DRUMMOND RD,1,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.52728,-79.713259,2025/09/01,-79.713259,43.5272800000001
739,931,RIDGEWAY DR at UNITY DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.531995,-79.71692,2025/09/01,-79.71692,43.531995
740,932,UNITY DR at COLONIAL DR,1,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.533409,-79.715277,2025/09/01,-79.715277,43.5334090000001
741,934,UNITY DR at ERIN MILLS TWIN ARENA,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.536083,-79.710958,2025/09/01,-79.7109579999999,43.5360830000001
742,935,UNITY DR at LOYALIST DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.537879,-79.707079,2025/09/01,-79.707079,43.537879
743,936,VISCOUNT RD south of AIRWAY DR,0,1,1,0,0,24,NORTHEAST 2,TRAFFIC ZONE 110,43.692856,-79.622423,2025/09/01,-79.622423,43.6928560000001
744,937,THE COLLEGEWAY at WINSTON CHURCHILL BLVD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 213,43.531123,-79.692678,2025/09/01,-79.6926779999999,43.531123
745,941,COLUMBUS RD at 6830 COLUMBUS RD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.666561,-79.671741,2025/09/01,-79.6717409999999,43.6665610000001
746,942,COLUMBUS RD at 6855 COLUMBUS RD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.668423,-79.673996,2025/09/01,-79.673996,43.6684230000001
747,943,DERRY RD at TENTH LINE,0,1,1,0,1,39/90,LISGAR,TRAFFIC ZONE 38,43.584074,-79.776319,2025/09/01,-79.7763189999999,43.584074
748,944,RIDGEWAY DR at BERTRAND RD WALKWAY,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.529758,-79.715929,2025/09/01,-79.715929,43.5297580000001
749,946,THE COLLEGEWAY at LOYALIST DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.530057,-79.693988,2025/09/01,-79.6939879999999,43.530057
750,947,LOYALIST DR at GARTHWOOD RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.528567,-79.693231,2025/09/01,-79.693231,43.5285670000001
751,948,GARTHWOOD RD at BURGESS CRES,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.527188,-79.694298,2025/09/01,-79.6942979999999,43.5271880000001
752,949,GARTHWOOD RD at MARMAC CRES,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.525504,-79.695935,2025/09/01,-79.695935,43.5255040000001
753,950,GARTHWOOD RD at COLONIAL DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.523427,-79.69634,2025/09/01,-79.6963399999999,43.523427
754,951,COLONIAL DR at MCMASTER RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.522959,-79.694332,2025/09/01,-79.694332,43.5229590000001
755,952,COLONIAL DR at ORLEANS RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.523041,-79.690524,2025/09/01,-79.690524,43.523041
756,953,COLONIAL DR at LAIRD RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.522265,-79.689144,2025/09/01,-79.6891439999999,43.522265
757,954,LAIRD RD at RIDGEWAY DR,0,1,1,0,1,36,WESTERN BUSINESS PARK,TRAFFIC ZONE 212,43.518675,-79.690757,2025/09/01,-79.690757,43.518675
758,955,RIDGEWAY DR at MCMASTER RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.518583,-79.694508,2025/09/01,-79.694508,43.518583
759,956,RIDGEWAY DR at DOVETAIL MEWS,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.519752,-79.698356,2025/09/01,-79.698356,43.519752
760,957,RIDGEWAY DR at THE COLLEGEWAY,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.523152,-79.70428,2025/09/01,-79.70428,43.523152
761,958,VEGA BLVD at LAIRD RD,0,1,1,0,1,1,WESTERN BUSINESS PARK,TRAFFIC ZONE 34,43.51674,-79.691102,2025/09/01,-79.6911019999999,43.51674
762,959,COLONIAL DR at HUXLEY DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.52692,-79.70549,2025/09/01,-79.7054899999999,43.5269200000001
763,960,COLONIAL DR at JACKPINE RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.528469,-79.706627,2025/09/01,-79.706627,43.528469
764,961,BURNHAMTHORPE RD at COLONIAL DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.527885,-79.709665,2025/09/01,-79.709665,43.527885
765,962,LOYALIST DR at BURNHAMTHORPE RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.533159,-79.704275,2025/09/01,-79.7042749999999,43.5331590000001
766,964,BURNHAMTHORPE RD at ERIN MILLS PKY,0,1,1,0,1,1/36,ERIN MILLS,TRAFFIC ZONE 213,43.545926,-79.683815,2025/09/01,-79.683815,43.5459260000001
767,965,LAIRD RD at COLDSTREAM RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.519953,-79.690717,2025/09/01,-79.6907169999999,43.519953
768,966,COLUMBUS RD south of DAVAND DR,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.669804,-79.675556,2025/09/01,-79.675556,43.669804
769,967,COLUMBUS RD at DERRY RD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.671475,-79.677603,2025/09/01,-79.677603,43.671475
770,968,SOUTH MILLWAY at SANDERLING CRES,1,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.547118,-79.678936,2025/09/01,-79.678936,43.5471180000001
771,971,BURNHAMTHORPE RD at SAWMILL VALLEY DR,1,1,1,0,1,26,ERIN MILLS,TRAFFIC ZONE 77,43.550686,-79.676917,2025/09/01,-79.676917,43.550686
772,973,RIDGEWAY DR north of DOVETAIL MEWS,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 212,43.521554,-79.701128,2025/09/01,-79.701128,43.521554
773,974,LOYALIST DR at SEEBRING CRES,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.534821,-79.705086,2025/09/01,-79.705086,43.5348210000001
774,975,LOYALIST DR at OSBOURNE RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 35,43.537641,-79.706208,2025/09/01,-79.7062079999999,43.5376410000001
775,976,UNITY DR west of PEPPER MILL CRT,0,1,1,0,1,36,WESTERN BUSINESS PARK,TRAFFIC ZONE 35,43.537097,-79.708887,2025/09/01,-79.7088869999999,43.5370970000001
776,977,UNITY DR at ERIN MILLS TWIN ARENA,0,1,1,0,1,36,WESTERN BUSINESS PARK,TRAFFIC ZONE 35,43.536125,-79.711333,2025/09/01,-79.711333,43.536125
777,978,COLUMBUS RD at 6830 COLUMBUS RD,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.668219,-79.673991,2025/09/01,-79.6739909999999,43.6682190000001
778,980,BURNHAMTHORPE RD at MISSISSAUGA RD,1,1,1,0,1,26/126,ERIN MILLS,TRAFFIC ZONE 31,43.553325,-79.675312,2025/09/01,-79.675312,43.553325
779,981,BURNHAMTHORPE RD at SAWMILL VALLEY DR,1,1,1,0,1,26,ERIN MILLS,TRAFFIC ZONE 63,43.550287,-79.676696,2025/09/01,-79.676696,43.550287
780,983,MISSISSAUGA RD at BRIDLEPATH TRAIL,0,1,1,0,0,44,ERIN MILLS,TRAFFIC ZONE 77,43.55927,-79.683291,2025/09/01,-79.6832909999999,43.55927
781,984,MISSISSAUGA RD at HARKISS RD,0,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 63,43.549038,-79.669173,2025/09/01,-79.6691729999999,43.5490380000001
782,985,BRANDON GATE DR at SIGSBEE DR,0,1,1,0,1,16,MALTON,TRAFFIC ZONE 29,43.731598,-79.632822,2025/09/01,-79.632822,43.7315980000001
783,986,MISSISSAUGA RD at BRIDLEPATH TRAIL,0,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 77,43.559229,-79.682834,2025/09/01,-79.682834,43.5592290000001
784,987,MISSISSAUGA RD at LAPAD CRT,0,1,1,0,0,44,ERIN MILLS,TRAFFIC ZONE 77,43.557989,-79.680619,2025/09/01,-79.680619,43.5579890000001
785,988,MISSISSAUGA RD at BURNHAMTHORPE RD,1,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 77,43.553127,-79.676047,2025/09/01,-79.676047,43.5531270000001
786,989,MISSISSAUGA RD at IVYGATE CRT,0,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 31,43.551546,-79.672516,2025/09/01,-79.672516,43.551546
787,990,SOUTH COMMON MALL BUS TERMINAL PLATFORM J,0,1,1,0,1,13,ERIN MILLS,TRAFFIC ZONE 213,43.543104,-79.68373,2025/09/01,-79.68373,43.543104
788,991,UNIVERSITY of TORONTO at MISSISSAUGA CAMPUS,0,1,1,0,1,1/101/110,ERIN MILLS,TRAFFIC ZONE 31,43.547817,-79.663552,2025/09/01,-79.663552,43.5478170000001
789,992,MISSISSAUGA RD at DUNDAS ST,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.543118,-79.660133,2025/09/01,-79.660133,43.543118
790,993,MISSISSAUGA RD at DUNDAS ST,1,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 31,43.543068,-79.65973,2025/09/01,-79.65973,43.5430680000001
791,994,MISSISSAUGA RD at OUTER CIR,1,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 31,43.548952,-79.668822,2025/09/01,-79.668822,43.548952
792,995,MISSISSAUGA RD at SAWMILL VALLEY DR,0,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 63,43.55181,-79.673082,2025/09/01,-79.673082,43.55181
793,996,MISSISSAUGA RD at BURNHAMTHORPE RD,1,1,1,0,1,44,ERIN MILLS,TRAFFIC ZONE 31,43.553142,-79.675301,2025/09/01,-79.6753009999999,43.553142
794,997,MISSISSAUGA RD south of PADDOCK CRES WALKWAY,0,1,1,0,0,44,ERIN MILLS,TRAFFIC ZONE 77,43.558404,-79.681198,2025/09/01,-79.6811979999999,43.558404
795,998,WINSTON CHURCHILL BLVD north of DUNDAS ST,1,1,1,0,1,45,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.523479,-79.682337,2025/09/01,-79.682337,43.5234790000001
796,999,MID-WAY BLVD east of COLUMBUS RD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.665225,-79.668215,2025/09/01,-79.668215,43.6652250000001
797,1002,DUNDAS ST at WINSTON CHURCHILL BLVD,0,1,1,0,1,1/101,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.523322,-79.681389,2025/09/01,-79.681389,43.5233220000001
798,1004,MID-WAY BLVD west of DAVAND DR,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.666179,-79.667375,2025/09/01,-79.6673749999999,43.666179
799,1005,RATHBURN RD at CENTRE VIEW DR,0,1,1,0,1,20,CITY CENTRE,TRAFFIC ZONE 79,43.597795,-79.643431,2025/09/01,-79.643431,43.5977950000001
800,1006,DUNDAS ST at DUNWIN DR,0,1,1,0,1,1,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.532897,-79.670809,2025/09/01,-79.670809,43.532897
801,1007,GLEN ERIN DR at DUNDAS ST,1,1,1,0,1,29,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.531382,-79.67375,2025/09/01,-79.67375,43.5313820000001
802,1008,GLEN ERIN DR at DUNWIN DR,1,1,1,0,1,29,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.533111,-79.676844,2025/09/01,-79.676844,43.5331110000001
803,1009,GLEN ERIN DR at COUNCIL RING RD,0,1,1,0,1,29,ERIN MILLS,TRAFFIC ZONE 62,43.534365,-79.678623,2025/09/01,-79.6786229999999,43.534365
804,1011,MEADOWVALE BLVD west of SYNTEX DR,0,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.605042,-79.760987,2025/09/01,-79.760987,43.605042
805,1012,MEADOWVALE BLVD at RAPISTAN CRT,0,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.604222,-79.764695,2025/09/01,-79.764695,43.604222
806,1013,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM E,1,1,1,0,1,48,ERIN MILLS,TRAFFIC ZONE 213,43.543631,-79.684118,2025/09/01,-79.684118,43.5436310000001
807,1014,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM D,0,1,1,0,1,13,ERIN MILLS,TRAFFIC ZONE 213,43.543439,-79.68384,2025/09/01,-79.68384,43.543439
808,1015,SOUTH MILLWAY west of THE COLLEGEWAY,1,1,1,0,1,13/26/29,ERIN MILLS,TRAFFIC ZONE 213,43.541342,-79.68235,2025/09/01,-79.68235,43.541342
809,1016,THE COLLEGEWAY south of SOUTH MILLWAY,0,1,1,0,1,29/36,ERIN MILLS,TRAFFIC ZONE 213,43.540145,-79.681727,2025/09/01,-79.681727,43.540145
810,1018,GLEN ERIN DR at THE COLLEGEWAY,1,1,1,0,1,29,ERIN MILLS,TRAFFIC ZONE 62,43.536171,-79.685378,2025/09/01,-79.685378,43.5361710000001
811,1019,GLEN ERIN DR at COUNCIL RING RD,0,1,1,0,1,29,ERIN MILLS,TRAFFIC ZONE 62,43.534642,-79.679199,2025/09/01,-79.679199,43.5346420000001
812,1020,GLEN ERIN DR at DUNWIN DR,1,1,1,0,1,29,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.533281,-79.677582,2025/09/01,-79.677582,43.533281
813,1021,GLEN ERIN DR at MOTORWAY BLVD,0,1,1,0,1,29,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.532057,-79.67532,2025/09/01,-79.6753199999999,43.5320570000001
814,1023,WINSTON CHURCHILL BLVD at LAIRD RD,1,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 62,43.525126,-79.684626,2025/09/01,-79.684626,43.525126
815,1024,WINSTON CHURCHILL BLVD at FRANKSTON RD,1,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 62,43.527265,-79.687577,2025/09/01,-79.687577,43.527265
816,1025,THE COLLEGEWAY at WINDJAMMER RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 62,43.535495,-79.687621,2025/09/01,-79.687621,43.535495
817,1026,THE COLLEGEWAY at GLEN ERIN DR,1,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 62,43.536394,-79.685918,2025/09/01,-79.685918,43.536394
818,1027,THE COLLEGEWAY at HORNBEAM CRES,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 62,43.537391,-79.683409,2025/09/01,-79.683409,43.5373910000001
819,1028,THE COLLEGEWAY east of HORNBEAM CRES,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 62,43.539783,-79.681513,2025/09/01,-79.681513,43.539783
820,1029,SOUTH MILLWAY north of THE COLLEGEWAY,1,1,1,1,1,1/13/36/48,ERIN MILLS,TRAFFIC ZONE 213,43.541854,-79.683101,2025/09/01,-79.683101,43.5418540000001
821,1030,THE COLLEGEWAY at SOUTH MILLWAY,1,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.545229,-79.676869,2025/09/01,-79.6768689999999,43.5452290000001
822,1032,SOUTH MILLWAY at SOUTH BUTTONBUSH CRES,0,1,1,0,1,13,ERIN MILLS,TRAFFIC ZONE 62,43.540818,-79.678277,2025/09/01,-79.678277,43.5408180000001
823,1033,SOUTH MILLWAY at FIFTH LINE WEST,1,1,1,1,1,13/101,ERIN MILLS,TRAFFIC ZONE 62,43.539554,-79.67424,2025/09/01,-79.6742399999999,43.5395540000001
824,1034,ERIN MILLS PKY south of SOUTH MILLWAY,0,1,1,0,1,13,ERIN MILLS,TRAFFIC ZONE 62,43.539931,-79.671043,2025/09/01,-79.671043,43.5399310000001
825,1035,DUNDAS ST at MISSISSAUGA RD,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.542323,-79.659957,2025/09/01,-79.659957,43.5423230000001
826,1036,DUNDAS ST at REDSTART DR,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.539304,-79.663524,2025/09/01,-79.663524,43.5393040000001
827,1037,DUNDAS ST west of ERIN MILLS PKY,1,1,1,1,1,1/101,ERIN MILLS,TRAFFIC ZONE 63,43.536464,-79.666959,2025/09/01,-79.666959,43.5364640000001
828,1039,SOUTH MILLWAY at FIFTH LINE WEST,1,1,1,1,1,13/101,ERIN MILLS,TRAFFIC ZONE 62,43.540179,-79.674152,2025/09/01,-79.6741519999999,43.5401790000001
829,1040,SOUTH MILLWAY at SOUTH BUTTONBUSH CRES,0,1,1,0,1,13,ERIN MILLS,TRAFFIC ZONE 62,43.540869,-79.678085,2025/09/01,-79.678085,43.5408690000001
830,1043,THE COLLEGEWAY at GLEN ERIN DR,1,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 213,43.536516,-79.686374,2025/09/01,-79.6863739999999,43.5365160000001
831,1044,THE COLLEGEWAY at SPRUCE NEEDLE DR,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 213,43.535711,-79.687616,2025/09/01,-79.6876159999999,43.5357110000001
832,1045,THE COLLEGEWAY at COUNCIL RING RD,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 213,43.532305,-79.691366,2025/09/01,-79.691366,43.5323050000001
833,1046,WINSTON CHURCHILL BLVD at ORLEANS RD,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 212,43.527275,-79.687975,2025/09/01,-79.6879749999999,43.527275
834,1047,WINSTON CHURCHILL BLVD south of LAIRD RD,1,1,1,0,1,1/45,WESTERN BUSINESS PARK,TRAFFIC ZONE 34,43.524434,-79.684124,2025/09/01,-79.6841239999999,43.524434
835,1048,THE COLLEGEWAY at COUNCIL RING RD,1,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 62,43.531937,-79.691423,2025/09/01,-79.691423,43.531937
836,1049,THE COLLEGEWAY at SOUTH COMMON CENTRE ACCESS RD,1,1,1,0,1,1/36/48,ERIN MILLS,TRAFFIC ZONE 213,43.543395,-79.680926,2025/09/01,-79.6809259999999,43.543395
837,1051,MEADOWVALE BLVD at MEADOWPINE BLVD,0,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.604541,-79.768681,2025/09/01,-79.768681,43.604541
838,1053,MEADOWPINE BLVD at EAST DANBRO CRES,1,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.60356,-79.775051,2025/09/01,-79.775051,43.6035600000001
839,1054,THE COLLEGEWAY south of SOUTH MILLWAY,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.544806,-79.669431,2025/09/01,-79.669431,43.5448060000001
840,1055,THE COLLEGEWAY at BROAD HOLLOW GATE,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.544117,-79.66677,2025/09/01,-79.66677,43.544117
841,1056,MEADOWPINE BLVD at DANBRO CRES,1,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.603152,-79.777852,2025/09/01,-79.7778519999999,43.6031520000001
842,1057,MEADOWPINE BLVD at EAST DANBRO CRES,1,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.603425,-79.774179,2025/09/01,-79.774179,43.6034250000001
843,1058,MEADOWPINE BLVD at MEADOWVALE BLVD,1,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.605058,-79.769995,2025/09/01,-79.7699949999999,43.605058
844,1059,MEADOWVALE BLVD at RAPISTAN CRT,0,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.603928,-79.765359,2025/09/01,-79.765359,43.603928
845,1060,MEADOWVALE BLVD east of RAPISTAN CRT,0,1,1,0,1,38,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.604449,-79.761966,2025/09/01,-79.761966,43.604449
846,1061,MEADOWS BLVD at PRINCE GEORGE AVE,0,1,1,0,1,10,RATHWOOD,TRAFFIC ZONE 80,43.601473,-79.629738,2025/09/01,-79.629738,43.6014730000001
847,1062,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM H,0,1,1,0,1,110,ERIN MILLS,TRAFFIC ZONE 213,43.543566,-79.684266,2025/09/01,-79.684266,43.5435660000001
848,1063,THE COLLEGEWAY at SOUTH COMMON CENTRE ACCESS RD,0,1,1,0,1,26,ERIN MILLS,TRAFFIC ZONE 62,43.543371,-79.68064,2025/09/01,-79.68064,43.543371
849,1066,MEADOWS BLVD at PRINCE GEORGE AVE,0,1,1,0,1,10,RATHWOOD,TRAFFIC ZONE 80,43.601707,-79.62977,2025/09/01,-79.62977,43.601707
850,1067,FAIRWIND DR at CEREMONIAL DR,0,1,1,0,0,315,HURONTARIO,TRAFFIC ZONE 89,43.604703,-79.662228,2025/09/01,-79.662228,43.604703
851,1068,EGLINTON AVE at TOMKEN RD,1,1,1,0,1,7/35,NORTHEAST 1,TRAFFIC ZONE 100,43.627597,-79.630037,2025/09/01,-79.6300369999999,43.627597
852,1071,THE COLLEGEWAY at SOUTH MILLWAY,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.545445,-79.677049,2025/09/01,-79.677049,43.545445
853,1072,THE COLLEGEWAY west of BROAD HOLLOW GATE,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.54525,-79.670832,2025/09/01,-79.6708319999999,43.5452500000001
854,1073,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM F,0,1,1,0,1,36,ERIN MILLS,TRAFFIC ZONE 213,43.543733,-79.684251,2025/09/01,-79.684251,43.543733
855,1087,THE COLLEGEWAY at BROAD HOLLOW GATE,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.543991,-79.666282,2025/09/01,-79.666282,43.5439910000001
856,1088,RENFORTH STATION WEST PLATFORM 1,0,1,1,0,1,7/39/107/109,SOUTH ETOBICOKE,TRAFFIC ZONE 102,43.663275,-79.591034,2025/09/01,-79.591034,43.663275
857,1089,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM K,1,1,1,0,1,26,ERIN MILLS,TRAFFIC ZONE 213,43.542899,-79.683341,2025/09/01,-79.683341,43.542899
858,1090,SOUTH MILLWAY at THE COLLEGEWAY,1,1,1,0,1,13,ERIN MILLS,TRAFFIC ZONE 62,43.541451,-79.681121,2025/09/01,-79.681121,43.541451
859,1091,DIXIE RD at DUNDAS ST,1,1,1,0,1,5,DIXIE,TRAFFIC ZONE 61,43.608889,-79.58295,2025/09/01,-79.58295,43.608889
860,1094,THE COLLEGEWAY east of SOUTH MILLWAY,0,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 63,43.54583,-79.675734,2025/09/01,-79.675734,43.5458300000001
861,1095,DUNDAS ST west of WOODCHESTER DR,0,1,1,0,1,1,WESTERN BUSINESS PARK,TRAFFIC ZONE 62,43.525206,-79.679244,2025/09/01,-79.679244,43.525206
862,1096,WINSTON CHURCHILL BLVD at THE COLLEGEWAY,1,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 62,43.53073,-79.692307,2025/09/01,-79.692307,43.5307300000001
863,1098,WINSTON CHURCHILL BLVD at LAIRD RD,0,1,1,0,1,45,ERIN MILLS,TRAFFIC ZONE 212,43.525581,-79.685636,2025/09/01,-79.685636,43.525581
864,1099,SOUTH COMMON CENTRE BUS TERMINAL PLATFORM A,1,1,1,0,1,1,ERIN MILLS,TRAFFIC ZONE 213,43.54299,-79.683135,2025/09/01,-79.6831349999999,43.54299
865,1100,DUNDAS ST at ROBINSON ST,0,1,1,0,1,1,ERINDALE,TRAFFIC ZONE 64,43.546201,-79.652838,2025/09/01,-79.652838,43.5462010000001
866,1101,DUNDAS ST at DUNDAS CRES,0,1,1,0,1,1,ERINDALE,TRAFFIC ZONE 64,43.548989,-79.650277,2025/09/01,-79.650277,43.548989
867,1102,DUNDAS ST at NANTICOKE RD,0,1,1,0,1,1,ERINDALE,TRAFFIC ZONE 64,43.544859,-79.655033,2025/09/01,-79.6550329999999,43.544859
868,1103,HURONTARIO ST at MATTHEWS GATE,1,1,1,0,1,2,CITY CENTRE,TRAFFIC ZONE 72,43.591924,-79.633151,2025/09/01,-79.6331509999999,43.5919240000001
869,1104,HURONTARIO ST at JOHN ST,1,1,1,0,1,2/53/103,COOKSVILLE,TRAFFIC ZONE 66,43.583779,-79.621653,2025/09/01,-79.621653,43.583779
870,1105,HURONTARIO ST at ELM DR,1,1,1,0,1,2/103,CITY CENTRE,TRAFFIC ZONE 72,43.590806,-79.631455,2025/09/01,-79.631455,43.590806
871,1106,DUNDAS ST west of ERINDALE STATION RD,1,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.556534,-79.644129,2025/09/01,-79.644129,43.5565340000001
872,1107,HURONTARIO ST at CENTRAL PKY,1,1,1,0,1,2/103,FAIRVIEW,TRAFFIC ZONE 72,43.589323,-79.629494,2025/09/01,-79.629494,43.589323
873,1108,THE CREDIT WOODLANDS at CREDIT HEIGHTS DR,0,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.554497,-79.653076,2025/09/01,-79.6530759999999,43.554497
874,1109,HURONTARIO ST at FAIRVIEW RD,1,1,1,0,1,2/53,FAIRVIEW,TRAFFIC ZONE 72,43.587575,-79.627068,2025/09/01,-79.627068,43.5875750000001
875,1110,FORESTWOOD DR at LINDENLEA DR,0,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.557146,-79.651667,2025/09/01,-79.651667,43.557146
876,1112,FORESTWOOD DR at ERINDALE STATION RD,1,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.559017,-79.645484,2025/09/01,-79.645484,43.559017
877,1113,HURONTARIO ST at HILLCREST AVE,1,1,1,0,1,2,COOKSVILLE,TRAFFIC ZONE 66,43.582982,-79.620571,2025/09/01,-79.620571,43.5829820000001
878,1114,FORESTWOOD DR at JESSICA CRT,0,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.560641,-79.644222,2025/09/01,-79.644222,43.560641
879,1115,HURONTARIO ST south of HILLCREST AVE,1,1,1,0,1,2,COOKSVILLE,TRAFFIC ZONE 66,43.581593,-79.618596,2025/09/01,-79.618596,43.581593
880,1116,MCBRIDE AVE at WESTLOCK RD,0,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.564951,-79.643952,2025/09/01,-79.643952,43.5649510000001
881,1117,MCBRIDE AVE at EAGLEMOUNT CRES,0,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.564662,-79.646918,2025/09/01,-79.646918,43.564662
882,1118,MCBRIDE AVE at ERINDALE STATION RD,1,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 64,43.562975,-79.650435,2025/09/01,-79.6504349999999,43.562975
883,1119,MCBRIDE AVE at CARILLION AVE,0,1,1,0,1,6,ERINDALE,TRAFFIC ZONE 214,43.561525,-79.652721,2025/09/01,-79.652721,43.5615250000001
