FID,NODE_ID,INT_DESC,INT_TYPE,ELEVATION,STATUS,OWNER,UTM_X,UTM_Y,CRTDT_GIS,UPDDT_GIS,x,y
3040,351074,CARDROSS RD/MARLENE CRT,ROAD,CONN,OPEN,MISS,614118.54,4830525.86,11/8/2001 12:17:00 PM,,-8859433.28777111,5406664.98591236
3041,375051,UNNAMED URES,RDEND,CONN,OPEN,MISS,614893.01,4830528.77,3/10/2003 11:09:30 AM,,-8858365.02598688,5406650.70010708
3042,374573,401 HWY,ROAD,CONN,OPEN,PROV,604235.91,4830523.38,3/5/2003 9:56:16 AM,5/2/2023 12:25:04 PM,-8873064.48619246,5406884.47221033
3043,345434,401 HWY/MAVIS RD,ROAD,BYPASS,OPEN,MISS,604296.88,4830505.8,11/8/2001 12:16:41 PM,8/2/2023 3:02:22 PM,-8872980.77410016,5406858.82567121
3044,351119,FIELDGATE DR/SUNNYHILL DR,ROAD,CONN,OPEN,MISS,614242.64,4830532.58,11/8/2001 12:17:00 PM,,-8859261.96187161,5406671.36125016
3045,351450,WHARTON GLEN AVE/WHARTON WAY,ALLWAY,CONN,OPEN,MISS,615255.67,4830537.58,11/8/2001 12:17:01 PM,,-8857864.63069095,5406654.2728842
3046,345430,401 HWY/MAVIS RD,ROAD,BYPASS,OPEN,MISS,604260.05,4830538.19,11/8/2001 12:16:41 PM,5/2/2023 12:24:39 PM,-8873030.87753953,5406904.45555972
3047,350860,BLOOR ST/HAVENWOOD DR,SIGNAL,CONN,OPEN,MISS,613608.38,4830540.43,11/8/2001 12:16:59 PM,,-8860136.5819857,5406697.15716345
3048,348078,ALEXIS CRT,RDEND,CONN,OPEN,MISS,609214.66,4830546.51,11/8/2001 12:16:49 PM,,-8866196.63531248,5406806.70874911
3049,375053,UNNAMED URES,RDEND,CONN,OPEN,MISS,614869.02,4830547,3/10/2003 11:09:50 AM,,-8858397.68149678,5406676.50743929
3050,351408,DUNDAS ST E/WHARTON WAY,SIGNAL,CONN,OPEN,MISS,615109.52,4830548.81,11/8/2001 12:17:01 PM,,-8858065.93956429,5406673.29138295
3051,351493,MATTAWA AVE,RDEND,CONN,OPEN,MISS,615413.6,4830550.28,11/8/2001 12:17:02 PM,,-8857646.4985006,5406668.0894588
3052,375061,UNNAMED URES,ROAD,CONN,OPEN,MISS,614801.75,4830551.2,3/10/2003 11:13:51 AM,,-8858490.36855774,5406683.90840211
3053,348281,FEATHERGRASS CRES/RED BRUSH DR,ROAD,CONN,OPEN,MISS,609528.37,4830551.46,11/8/2001 12:16:50 PM,,-8865763.82554286,5406806.47050871
3054,345431,401 HWY/MAVIS RD,ROAD,BYPASS,OPEN,MISS,604246.2,4830552.59,11/8/2001 12:16:41 PM,11/14/2007 8:47:18 AM,-8873049.66852623,5406924.68119977
3055,347880,BRISTOL RD E/BYFORD PL/UNNAMED URES,ROAD,CONN,OPEN,MISS,608966.65,4830552.74,11/8/2001 12:16:48 PM,,-8866538.5740249,5406820.92042581
3056,351177,BLACKBIRD DR/OBERON CRES,ROAD,CONN,OPEN,MISS,614382.71,4830556.24,11/8/2001 12:17:00 PM,,-8859068.21432408,5406700.80735807
3057,345419,MAVIS RD,ROAD,BYPASS,OPEN,MISS,604235.13,4830564.1,11/8/2001 12:16:41 PM,7/11/2023 3:07:02 PM,-8873064.6910373,5406940.85214028
3058,350593,DIXIE RD/WINDING TR,SIGNAL,CONN,OPEN,PEEL,613082.38,4830565.56,11/8/2001 12:16:58 PM,,-8860861.493447,5406744.26584529
3059,374569,401 HWY/401 HWY,ROAD,CONN,OPEN,PROV,604270.51,4830567.69,3/5/2003 9:47:45 AM,12/1/2009 12:36:54 PM,-8873015.81212394,5406945.05946758
3060,347381,BARONDALE DR/RICHMEADOW MEWS,ROAD,CONN,OPEN,MISS,608261.22,4830568.12,11/8/2001 12:16:47 PM,,-8867511.25026476,5406858.04188209
3061,351468,WHARTON WAY,RDEND,CONN,OPEN,MISS,615317.13,4830572.85,11/8/2001 12:17:02 PM,,-8857779.01290379,5406701.62115364
3062,344841,MEADOWGROVE CRT,RDEND,CONN,OPEN,MISS,602768.78,4830559.41,11/8/2001 12:16:39 PM,,-8875087.42786839,5406965.72437356
3063,375066,UNNAMED URES,ROAD,CONN,OPEN,MISS,614771.47,4830577.16,3/10/2003 11:15:53 AM,,-8858531.52299475,5406720.5597726
3064,375091,UNNAMED URES,RDEND,CONN,OPEN,MISS,614601.53,4830581.35,3/10/2003 11:22:33 AM,,-8858765.81499645,5406730.38293458
3065,345559,BELGRAVE RD/UNNAMED USTR,RDEND,CONN,OPEN,MISS,604527.97,4830588.77,11/8/2001 12:16:41 PM,,-8872660.23479842,5406968.69137347
3066,374184,UNNAMED URES,RDEND,CONN,OPEN,MISS,609070.08,4830584.01,3/1/2003 10:11:31 AM,4/14/2003 11:17:30 AM,-8866395.20967987,5406861.87296496
3067,367756,VIOLA CRT,RDEND,CONN,OPEN,MISS,603447.5,4830584.59,10/1/2002 1:56:22 PM,,-8874150.68381087,5406986.10954151
3068,351439,WHARTON GLEN AVE,RDEND,CONN,OPEN,MISS,615225.13,4830585.39,11/8/2001 12:17:01 PM,,-8857905.61602902,5406721.1677036
3069,344507,ATWOOD LANE/BELLSHIRE GATE/DERRY RD W,SIGNAL,CONN,OPEN,PEEL,601492.56,4830587.12,11/8/2001 12:16:38 PM,,-8876847.24445799,5407030.99873459
3070,375077,UNNAMED URES,RDEND,CONN,OPEN,MISS,614832.14,4830587.25,3/10/2003 11:18:54 AM,,-8858447.6007891,5406733.09493878
3071,378423,UNNAMED URES,RDEND,CONN,OPEN,MISS,609159.91,4830587.8,4/14/2003 11:45:35 AM,4/14/2003 11:45:52 AM,-8866271.22467732,5406865.08849018
3072,367780,FABLE CRES/NIMBUS GATE/TAMBOURINE TERR,ROAD,CONN,OPEN,MISS,603832.24,4830586.85,10/1/2002 2:17:46 PM,,-8873619.93822331,5406981.00908126
3073,344802,CARDING MILL PL,RDEND,CONN,OPEN,MISS,602677.87,4830598.22,11/8/2001 12:16:39 PM,,-8875212.00661438,5407021.3725419
3074,350670,GULLEDEN DR/WILLIAMSPORT DR,ROAD,CONN,OPEN,MISS,613231.83,4830593.63,11/8/2001 12:16:59 PM,,-8860654.70578572,5406779.623599
3075,345018,SECOND LINE WEST/SOMBRERO WAY,ALLWAY,CONN,OPEN,MISS,603286.1,4830596.78,11/8/2001 12:16:39 PM,10/1/2002 1:46:22 PM,-8874373.05152295,5407006.43880299
3076,344903,HISTORIC TR/MEADOWGROVE CRT,ROAD,CONN,OPEN,MISS,602923.26,4830601.86,11/8/2001 12:16:39 PM,,-8874873.44659454,5407021.20053153
3077,347851,BYFORD PL/BYFORD PL,ROAD,CONN,OPEN,MISS,608940.79,4830603.33,11/8/2001 12:16:48 PM,,-8866573.11674057,5406891.52465653
3078,375068,UNNAMED URES,ROAD,CONN,OPEN,MISS,614740.8,4830604.17,3/10/2003 11:16:11 AM,3/10/2003 11:16:34 AM,-8858573.18822675,5406758.66672534
3079,348241,INDIAN SUMMER TR/RED BRUSH DR,ROAD,CONN,OPEN,MISS,609471.38,4830607.62,11/8/2001 12:16:50 PM,,-8865841.1567924,5406885.49954832
3080,344553,ATWOOD LANE/GODWICK DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,601606.41,4830609.95,11/8/2001 12:16:38 PM,11/14/2007 3:48:56 PM,-8876689.72415332,5407060.2197135
3081,375079,UNNAMED URES,RDEND,CONN,OPEN,MISS,614801.68,4830614.1,3/10/2003 11:19:08 AM,,-8858488.97997893,5406770.96895404
3082,350817,HAVENWOOD DR/WILLIAMSPORT DR,ROAD,CONN,OPEN,MISS,613522.01,4830614.63,11/8/2001 12:16:59 PM,,-8860253.98018374,5406801.88685932
3083,344600,ATWOOD LANE/FRONTIER RDGE,ALLWAY,CONN,OPEN,MISS,601750.21,4830616.88,11/8/2001 12:16:38 PM,,-8876491.2174327,5407066.7971211
3084,344575,ATWOOD LANE,RAIL,CONN,OPEN,MISS,601675.95,4830620.62,11/8/2001 12:16:38 PM,,-8876593.58299502,5407073.52954791
3085,345861,CANTAY RD/MCLAUGHLIN RD,SIGNAL,CONN,OPEN,MISS,605211.36,4830623.77,11/8/2001 12:16:42 PM,,-8871716.82808522,5407002.32393048
3086,347347,RICHMEADOW MEWS/RICHMEADOW MEWS,ROAD,CONN,OPEN,MISS,608200.01,4830627.83,11/8/2001 12:16:47 PM,,-8867594.34578402,5406942.05980998
3087,375070,UNNAMED URES,ROAD,CONN,OPEN,MISS,614711.99,4830628.36,3/10/2003 11:16:26 AM,3/10/2003 11:16:39 AM,-8858612.34644935,5406792.84000049
3088,350620,GULLEDEN DR/UNNAMED UREC/WINDING TR,ROAD,CONN,OPEN,MISS,613136.66,4830629.67,11/8/2001 12:16:58 PM,,-8860785.13343177,5406831.73385268
3089,344870,HISTORIC TR/PEPPERIDGE CROSSING,ROAD,CONN,OPEN,MISS,602829.62,4830632.24,11/8/2001 12:16:39 PM,,-8875001.95935359,5407065.23766377
3090,347412,ANTREX CRES/BARONDALE DR,ROAD,CONN,OPEN,MISS,608310.15,4830633.09,11/8/2001 12:16:47 PM,,-8867442.30717258,5406946.87588963
3091,378562,UNNAMED URES,ROAD,CONN,OPEN,MISS,601239.18,4830634.07,4/16/2003 1:56:34 PM,,-8877195.78236113,5407101.31108147
3092,345637,BELGRAVE RD/SUFFOLK CRT,ROAD,CONN,OPEN,MISS,604671.93,4830637.85,11/8/2001 12:16:41 PM,,-8872460.59429093,5407033.51160417
3093,367746,SECOND LINE WEST,WATER,BYPASS,OPEN,MISS,603245.25,4830636.03,10/1/2002 1:48:28 PM,,-8874428.57185683,5407061.6328142
3094,375081,UNNAMED URES,RDEND,CONN,OPEN,MISS,614771.85,4830640.45,3/10/2003 11:19:22 AM,,-8858529.5007903,5406808.14836868
3095,375087,UNNAMED URES,ROAD,CONN,OPEN,MISS,614652.16,4830641.36,3/10/2003 11:21:10 AM,,-8858694.56527688,5406812.25143816
3096,347965,BRISTOL RD E/DRIFTCURRENT DR/KENNEDY RD,SIGNAL,CONN,OPEN,MISS,609069.09,4830641.75,11/8/2001 12:16:49 PM,,-8866395.27587152,5406941.82004543
3097,344180,STOCKBRIDGE CRT,RDEND,CONN,OPEN,MISS,600686,4830643.6,11/8/2001 12:16:37 PM,,-8877958.64227772,5407126.03631475
3098,344414,BELLSHIRE GATE/HEMINGFORD LANE/UNNAMED URES,ROAD,CONN,OPEN,MISS,601251.79,4830648.8,11/8/2001 12:16:37 PM,,-8877178.08102846,5407121.4335711
3099,378421,UNNAMED URES,RDEND,CONN,OPEN,MISS,609237.22,4830648.17,4/14/2003 11:45:06 AM,,-8866163.2263946,5406946.91220271
3100,375093,UNNAMED URES,ROAD,CONN,OPEN,MISS,614727.37,4830649.53,3/10/2003 11:23:53 AM,3/10/2003 11:28:02 AM,-8858590.6305371,5406821.7790675
3101,345010,LAMPLIGHT WAY/SECOND LINE WEST,ROAD,CONN,OPEN,MISS,603230.27,4830650.73,11/8/2001 12:16:39 PM,,-8874448.92382838,5407082.31346223
3102,367786,HARMONY HILL/SOMBRERO WAY,ROAD,CONN,OPEN,MISS,603549.13,4830653.06,10/1/2002 2:20:32 PM,,-8874009.04094911,5407078.72023322
3103,367778,FLUTE WAY/NIMBUS GATE/OPERA GLASS CRES,ROAD,CONN,OPEN,MISS,603781.94,4830652.1,10/1/2002 2:17:15 PM,,-8873687.92924545,5407072.40336613
3104,367749,BRASS WINDS PL/SOMBRERO WAY/VIOLA CRT,ROAD,CONN,OPEN,MISS,603466.62,4830655.45,10/1/2002 1:51:09 PM,,-8874122.80063647,5407083.79042991
3105,378419,UNNAMED URES,ROAD,CONN,OPEN,MISS,609216,4830658.3,4/14/2003 11:44:48 AM,4/14/2003 11:45:58 AM,-8866192.27076075,5406961.41170533
3106,375089,UNNAMED URES,RDEND,CONN,OPEN,MISS,614631.36,4830659.33,3/10/2003 11:21:30 AM,,-8858722.82306851,5406837.61978865
3107,348202,BEACHGRASS CRT/RED BRUSH DR,ROAD,CONN,OPEN,MISS,609415.69,4830662.28,11/8/2001 12:16:49 PM,,-8865916.74118982,5406962.41481577
3108,344515,LULWORTH CRT,RDEND,CONN,OPEN,MISS,601516.92,4830667.91,11/8/2001 12:16:38 PM,,-8876811.95506059,5407142.32890902
3109,351069,MARLENE CRT,RDEND,CONN,OPEN,MISS,614101.49,4830668.5,11/8/2001 12:17:00 PM,,-8859453.44219185,5406862.83361316
3110,345368,401 HWY/MAVIS RD,SIGNAL,CONN,OPEN,PROV,604133.36,4830669.1,11/8/2001 12:16:40 PM,3/4/2003 2:53:41 PM,-8873202.81898075,5407088.39143966
3111,351369,LENWORTH DR/WHARTON WAY,ROAD,CONN,OPEN,MISS,614986.47,4830669.87,11/8/2001 12:17:01 PM,,-8858232.78313198,5406843.78431808
3112,351110,FIELDGATE DR/KIRKWALL CRES,ROAD,CONN,OPEN,MISS,614219.74,4830670.03,11/8/2001 12:17:00 PM,,-8859290.30923329,5406862.14994494
3113,348277,INDIAN SUMMER TR/LEATHERLEAF DR,ROAD,CONN,OPEN,MISS,609520.45,4830670.47,11/8/2001 12:16:50 PM,,-8865772.05666779,5406971.37649143
3114,375097,UNNAMED URES,RDEND,CONN,OPEN,MISS,614747.97,4830670.39,3/10/2003 11:27:47 AM,,-8858561.73165214,5406850.1655035
3115,375102,UNNAMED URES,ROAD,CONN,OPEN,MISS,614604.48,4830673.52,3/10/2003 11:29:22 AM,,-8858759.56591113,5406857.89740121
3116,346965,MATHESON BLVD E/WHITTLE RD,SIGNAL,CONN,OPEN,MISS,607498.22,4830674.08,11/8/2001 12:16:46 PM,,-8868561.32859256,5407021.72046767
3117,344831,CARDING MILL PL/HISTORIC TR,ROAD,CONN,OPEN,MISS,602740.17,4830676.28,11/8/2001 12:16:39 PM,,-8875124.41845322,5407128.09779055
3118,344261,BANFFSHIRE CRT/STOCKBRIDGE CRT,ROAD,CONN,OPEN,MISS,600869.87,4830682.21,11/8/2001 12:16:37 PM,,-8877704.20629027,5407175.66042598
3119,373304,UNNAMED UREC,ROAD,CONN,OPEN,MISS,613175.59,4830683.67,2/27/2003 12:16:34 PM,,-8860730.17293825,5406905.56138383
3120,351308,BERKEL RD,RDEND,CONN,OPEN,MISS,614786.78,4830683.84,11/8/2001 12:17:01 PM,,-8858507.8857313,5406867.85101311
3121,344685,OLD DERRY RD,WATER,BYPASS,OPEN,MISS,602201.39,4830682.67,11/8/2001 12:16:38 PM,,-8875867.48829506,5407148.36210677
3122,344554,GODWICK DR/LULWORTH CRT,ROAD,CONN,OPEN,MISS,601608.35,4830685.29,11/8/2001 12:16:38 PM,,-8876685.47600795,5407164.47604464
3123,351214,BLACKBIRD DR,RDEND,CONN,OPEN,MISS,614484.64,4830685.74,11/8/2001 12:17:01 PM,,-8858924.56643103,5406877.64490215
3124,375106,UNNAMED URES,ROAD,CONN,OPEN,MISS,614587.52,4830687.6,3/10/2003 11:30:22 AM,,-8858782.62921768,5406877.77813237
3125,347739,BARONDALE DR/DALMUIR MEWS/ROYAL ABERDEEN DR,ROAD,CONN,OPEN,MISS,608808.02,4830689.15,11/8/2001 12:16:48 PM,,-8866754.31734579,5407013.30486963
3126,344390,BELLSHIRE GATE/WESTBRIDGE WAY,ROAD,CONN,OPEN,MISS,601192.84,4830695.78,11/8/2001 12:16:37 PM,,-8877258.41979454,5407187.69753798
3127,348293,INDIAN SUMMER TR/UNNAMED UREC,ROAD,CONN,OPEN,MISS,609543.22,4830698.78,11/8/2001 12:16:50 PM,,-8865740.01632314,5407010.0495146
3128,344751,SHADE HOUSE CRT,RDEND,CONN,OPEN,MISS,602526.35,4830702.13,11/8/2001 12:16:38 PM,,-8875418.82314744,5407168.42551636
3129,347442,ANTREX CRES/BARONDALE DR,ROAD,CONN,OPEN,MISS,608357.22,4830698.26,11/8/2001 12:16:47 PM,,-8867375.92243371,5407036.03281903
3130,344483,TORRISDALE LANE,RDEND,CONN,OPEN,MISS,601429.49,4830703.48,11/8/2001 12:16:38 PM,,-8876931.82093311,5407193.40677506
3131,378416,DRIFTCURRENT DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,609120.87,4830708.82,4/14/2003 11:44:08 AM,,-8866322.35014977,5407033.49176738
3132,344435,HEMINGFORD LANE/TORRISDALE LANE,ALLWAY,CONN,OPEN,MISS,601303.84,4830714.34,11/8/2001 12:16:37 PM,,-8877104.90479437,5407211.06345377
3133,344208,BANFFSHIRE CRT,RDEND,CONN,OPEN,MISS,600751.73,4830722.23,11/8/2001 12:16:37 PM,,-8877866.34644783,5407233.51265654
3134,348150,ALEXIS CRT/RED BRUSH DR,ROAD,CONN,OPEN,MISS,609328.05,4830720.44,11/8/2001 12:16:49 PM,,-8866036.3262678,5407044.89959153
3135,344602,FRONTIER RDGE/INUIT TR,ROAD,CONN,OPEN,MISS,601756.8,4830720.58,11/8/2001 12:16:38 PM,,-8876479.96431405,5407210.20027841
3136,375095,UNNAMED URES,ROAD,CONN,OPEN,MISS,614642.19,4830721.09,3/10/2003 11:24:23 AM,,-8858706.4347968,5406922.84722633
3137,367751,NIMBUS GATE/SOMBRERO WAY,ALLWAY,CONN,OPEN,MISS,603729.39,4830723.33,10/1/2002 1:52:30 PM,10/1/2002 2:05:53 PM,-8873758.89199048,5407172.12553359
3138,344806,HISTORIC TR/SHADE HOUSE CRT,ROAD,CONN,OPEN,MISS,602677.82,4830732.11,11/8/2001 12:16:39 PM,,-8875209.25338864,5407206.70817893
3139,375104,UNNAMED URES,ROAD,CONN,OPEN,MISS,614445.56,4830734.81,3/10/2003 11:29:57 AM,,-8858977.31816848,5406946.48427658
3140,344853,CARDING MILL PL/POSTMASTER RDGE,ROAD,CONN,OPEN,MISS,602790.02,4830740.8,11/8/2001 12:16:39 PM,,-8875054.29531921,5407216.35439941
3141,344367,BELLSHIRE GATE/SAMUELSON CIR/UNNAMED UEDU,ALLWAY,CONN,OPEN,MISS,601132.32,4830742.92,11/8/2001 12:16:37 PM,,-8877340.91525063,5407254.21133315
3142,344282,SAMUELSON CIR/STOCKBRIDGE CRT,ROAD,CONN,OPEN,MISS,600920.9,4830742.4,11/8/2001 12:16:37 PM,,-8877632.57072145,5407257.91337093
3143,344900,EARLY SETTLER ROW/PEPPERIDGE CROSSING,ROAD,CONN,OPEN,MISS,602907.53,4830749.9,11/8/2001 12:16:39 PM,,-8874892.00637587,5407226.45132457
3144,347701,BARONDALE DR/GRAND HIGHLAND WAY,ALLWAY,CONN,OPEN,MISS,608749.28,4830748.4,11/8/2001 12:16:48 PM,11/13/2007 3:21:07 PM,-8866834.01739756,5407096.6415622
3145,367760,BABY GRAN CRT/BRASS WINDS PL,ROAD,CONN,OPEN,MISS,603560.51,4830749.86,10/1/2002 1:58:25 PM,,-8873991.27127484,5407212.46834506
3146,351188,OBERON CRES/SEAFIELD RD,ROAD,CONN,OPEN,MISS,614401.99,4830752.36,11/8/2001 12:17:01 PM,12/11/2002 1:29:17 PM,-8859037.00313655,5406971.81613798
3147,351141,KIRKWALL CRES/NOBLETON DR,ROAD,CONN,OPEN,MISS,614297.1,4830753.34,11/8/2001 12:17:00 PM,,-8859181.64907593,5406975.64092996
3148,347571,WINDY HILL CRT,RDEND,CONN,OPEN,MISS,608564.17,4830751.75,11/8/2001 12:16:47 PM,,-8867089.28051959,5407105.43741744
3149,351322,BERKEL RD/WHARTON WAY,ROAD,CONN,OPEN,MISS,614850.92,4830755.25,11/8/2001 12:17:01 PM,,-8858417.72054889,5406965.18432157
3150,700630,BLOOR ST,PED,CONN,OPEN,MISS,613773.79,4830758.01,3/10/2006 10:15:13 AM,11/7/2012 2:27:40 PM,-8859903.34363513,5406994.43882806
3151,351507,SUMMERVILLE CRT,RDEND,CONN,OPEN,MISS,615470.32,4830758.34,11/8/2001 12:17:02 PM,,-8857563.32741133,5406954.71999647
3152,344413,DAVENTRY CRT/TORRISDALE LANE,ROAD,CONN,OPEN,MISS,601246.65,4830760.2,11/8/2001 12:16:37 PM,,-8877182.84063666,5407275.74701584
3153,347809,DALMUIR MEWS,RDEND,CONN,OPEN,MISS,608893.8,4830763.65,11/8/2001 12:16:48 PM,,-8866634.32566503,5407114.50559957
3154,347465,BARONDALE DR/WOODCHASE CRES,ROAD,CONN,OPEN,MISS,608404.57,4830764.01,11/8/2001 12:16:47 PM,,-8867309.14136088,5407125.98813299
3155,350752,HAVENWOOD DR/WILLIAMSPORT DR,ROAD,CONN,OPEN,MISS,613387.85,4830767.25,11/8/2001 12:16:59 PM,,-8860435.45441804,5407016.27993262
3156,345703,SUFFOLK CRT,RDEND,CONN,OPEN,MISS,604808.04,4830759.05,11/8/2001 12:16:41 PM,,-8872270.23797023,5407198.33661219
3157,348051,DRIFTCURRENT DR/RED BRUSH DR,ALLWAY,CONN,OPEN,MISS,609170.35,4830774.82,11/8/2001 12:16:49 PM,,-8866252.61810349,5407123.73867368
3158,344478,HEMINGFORD LANE,RDEND,CONN,OPEN,MISS,601415.79,4830773.63,11/8/2001 12:16:38 PM,,-8876949.24306464,5407290.80221428
3159,344740,UPPER RIVER CRT,RDEND,CONN,OPEN,MISS,602479.32,4830786.17,11/8/2001 12:16:38 PM,,-8875481.91516286,5407285.75432965
3160,344963,SECOND LINE WEST/SILVERTHORN MILL AVE,ROAD,CONN,OPEN,MISS,603101.07,4830780.71,11/8/2001 12:16:39 PM,,-8874624.37239123,5407264.98457858
3161,345949,CANTAY RD/FOSTER CRES/WHITE HART LANE,ROAD,CONN,OPEN,MISS,605395.59,4830783.54,11/8/2001 12:16:42 PM,,-8871459.23371558,5407219.48565839
3162,345654,401 HWY,ROAD,CONN,OPEN,PROV,604710.4,4830787.34,11/8/2001 12:16:41 PM,5/2/2023 12:23:54 PM,-8872404.31236803,5407239.61398474
3163,347657,BARONDALE DR/TURNBERRY CRES/WINDY HILL CRT,ROAD,CONN,OPEN,MISS,608679.71,4830790.88,11/8/2001 12:16:48 PM,11/14/2007 3:13:56 PM,-8866929.02857535,5407157.00643039
3164,367771,BRASS WINDS PL/NIMBUS GATE/UNNAMED UREC,ROAD,CONN,OPEN,MISS,603678.35,4830793.69,10/1/2002 2:03:48 PM,10/1/2002 2:04:11 PM,-8873827.79988533,5407270.63107471
3165,351080,CARDROSS RD/FIELDGATE DR,ALLWAY,CONN,OPEN,MISS,614130.03,4830801.26,11/8/2001 12:17:00 PM,,-8859410.96651264,5407045.91034284
3166,344781,EARLY SETTLER ROW/HISTORIC TR,ROAD,CONN,OPEN,MISS,602616.32,4830798.11,11/8/2001 12:16:39 PM,,-8875292.69141508,5407299.37304596
3167,351155,KIRKWALL CRES/SEAFIELD RD,ROAD,CONN,OPEN,MISS,614337.56,4830805.08,11/8/2001 12:17:00 PM,,-8859124.62609658,5407046.30521518
3168,344383,SAMUELSON CIR/TORRISDALE LANE,ROAD,CONN,OPEN,MISS,601183.8,4830808.65,11/8/2001 12:16:37 PM,,-8877268.52709123,5407344.1354255
3169,344878,CARDING MILL PL/EARLY SETTLER ROW,ROAD,CONN,OPEN,MISS,602845.62,4830811.18,11/8/2001 12:16:39 PM,,-8874976.11354312,5407312.6093646
3170,345662,401 HWY/401 HWY,ROAD,CONN,OPEN,PROV,604724.58,4830821.36,11/8/2001 12:16:41 PM,,-8872384.01748029,5407286.39891978
3171,368125,BABY GRAN CRT,RDEND,CONN,OPEN,MISS,603445.85,4830828.39,10/7/2002 1:27:47 PM,,-8874147.76692343,5407323.63573095
3172,347998,COSENTINO GDNS/LUMBERTON CRES/RED BRUSH DR,ROAD,CONN,OPEN,MISS,609108.33,4830833.35,11/8/2001 12:16:49 PM,,-8866336.8538052,5407206.14682738
3173,347604,BARONDALE DR/TURNBERRY CRES,ROAD,CONN,OPEN,MISS,608599.04,4830835.82,11/8/2001 12:16:48 PM,,-8867039.29290316,5407221.02499951
3174,375100,UNNAMED URES,ROAD,CONN,OPEN,MISS,614526.08,4830836.28,3/10/2003 11:29:03 AM,,-8858863.87044602,5407085.04144577
3175,347537,BARONDALE DR/WOODCHASE CRES,ROAD,CONN,OPEN,MISS,608516.79,4830839.91,11/8/2001 12:16:47 PM,,-8867152.65510769,5407228.53014504
3176,344603,FRONTIER RDGE/WALDORF WAY,ROAD,CONN,OPEN,MISS,601764.6,4830845.19,11/8/2001 12:16:38 PM,,-8876466.59242665,5407382.53016865
3177,344472,DAVENTRY CRT,RDEND,CONN,OPEN,MISS,601402.6,4830843.96,11/8/2001 12:16:38 PM,,-8876965.97348434,5407388.43459503
3178,346871,WATLINE AVE/WHITTLE RD,ALLWAY,CONN,OPEN,MISS,607320.6,4830848.95,11/8/2001 12:16:45 PM,,-8868802.46256142,5407267.71940234
3179,344753,HISTORIC TR/UPPER RIVER CRT,ROAD,CONN,OPEN,MISS,602530.98,4830848.64,11/8/2001 12:16:38 PM,,-8875409.3449085,5407371.13214614
3180,347768,GRAND HIGHLAND WAY/KENNEDY RD/WILDERNESS TR,SIGNAL,CONN,OPEN,MISS,608852.3,4830852.25,11/8/2001 12:16:48 PM,,-8866689.58878328,5407238.07992019
3181,344798,EARLY SETTLER ROW/POSTMASTER RDGE,ROAD,CONN,OPEN,MISS,602669.42,4830856.29,11/8/2001 12:16:39 PM,,-8875218.20961129,5407378.79523827
3182,344493,DISHLEY CRT,RDEND,CONN,OPEN,MISS,601479.93,4830858.27,11/8/2001 12:16:38 PM,,-8876858.99773846,5407406.61624117
3183,350788,BANNERHILL AVE/OTTERBY RD,ROAD,CONN,OPEN,MISS,613468.93,4830858.45,11/8/2001 12:16:59 PM,,-8860321.4879769,5407140.62197646
3184,345263,401 HWY/MAVIS RD,ROAD,CONN,OPEN,MISS,603946.04,4830870.73,11/8/2001 12:16:40 PM,3/4/2003 2:55:01 PM,-8873456.89151079,5407371.53189686
3185,344557,DISHLEY CRT/GODWICK DR,ROAD,CONN,OPEN,MISS,601621.28,4830876.59,11/8/2001 12:16:38 PM,,-8876663.63318415,5407429.02058616
3186,367762,BRASS WINDS PL/KAZOO CRT,ROAD,CONN,OPEN,MISS,603772.06,4830887.59,10/1/2002 1:59:49 PM,,-8873696.51617178,5407398.60083891
3187,350691,HAVEN GLENN/HAVENWOOD DR/UNNAMED UEDU,ALLWAY,CONN,OPEN,MISS,613272.39,4830889.7,11/8/2001 12:16:59 PM,,-8860591.85367018,5407188.48643042
3188,344417,SAMUELSON CIR/SAMUELSON CIR,ROAD,CONN,OPEN,MISS,601264.98,4830891.28,11/8/2001 12:16:37 PM,,-8877154.82922286,5407456.82406017
3189,351055,FIELDGATE DR/KIRKWALL CRES,ROAD,CONN,OPEN,MISS,614066.67,4830892.12,11/8/2001 12:17:00 PM,,-8859496.21871874,5407173.17277161
3190,345259,COURTNEYPARK DR W/MAVIS RD/SOMBRERO WAY,SIGNAL,CONN,OPEN,MISS,603916.01,4830906.34,11/8/2001 12:16:40 PM,10/1/2002 1:53:12 PM,-8873497.5483264,5407421.46766217
3191,347927,LUMBERTON CRES/RED BRUSH DR,ROAD,CONN,OPEN,MISS,609032.64,4830906.47,11/8/2001 12:16:49 PM,,-8866439.61520818,5407309.07439403
3192,345749,401 HWY/MCLAUGHLIN RD,ROAD,BYPASS,OPEN,MISS,604925.9,4830903.89,11/8/2001 12:16:42 PM,5/2/2023 12:23:09 PM,-8872104.52477829,5407396.28071595
3193,346069,CANTAY RD/FREEMONT BLVD,ROAD,CONN,OPEN,MISS,605675.94,4830915.42,11/8/2001 12:16:43 PM,,-8871069.65779405,5407395.92121186
3194,350755,BANNERHILL AVE/WAVELL CRES,ROAD,CONN,OPEN,MISS,613400.2,4830922.81,11/8/2001 12:16:59 PM,,-8860414.78929872,5407231.31488293
